,Estado,Fecha,pediatricos hospitalizados con covid,adultos hospitalizados con covid,hospitalizados con sospecha o confirmacion de covid,pediatricos hospitalizados en UCI con covid,adultos hospitalizados en UCI con covid,camas pediatricas UCI,camas adultos UCI,hospitales con falta de personal,muertes por covid
296,HI,2022-07-27,5.0,157.0,177.0,1.0,11.0,27.0,211.0,3,1.0
297,MT,2022-07-27,2.0,101.0,103.0,0.0,11.0,29.0,217.0,4,0.0
298,GA,2022-07-27,58.0,1396.0,1843.0,16.0,176.0,395.0,2504.0,27,4.0
299,AK,2022-07-27,4.0,72.0,77.0,0.0,7.0,7.0,148.0,1,0.0
300,OH,2022-07-27,49.0,1204.0,1465.0,6.0,157.0,502.0,3704.0,3,1.0
301,SC,2022-07-27,14.0,577.0,614.0,7.0,81.0,97.0,1280.0,21,7.0
302,NE,2022-07-27,5.0,194.0,212.0,2.0,27.0,142.0,484.0,12,1.0
303,FL,2022-07-27,96.0,4234.0,4765.0,20.0,469.0,910.0,6480.0,6,23.0
304,MN,2022-07-27,23.0,434.0,502.0,4.0,27.0,190.0,828.0,4,0.0
305,MO,2022-07-27,51.0,909.0,1118.0,8.0,145.0,239.0,1715.0,8,9.0
306,PA,2022-07-27,49.0,1309.0,1713.0,4.0,130.0,400.0,3694.0,35,7.0
307,IA,2022-07-27,15.0,246.0,262.0,11.0,18.0,77.0,553.0,0,2.0
308,KS,2022-07-27,2.0,254.0,275.0,2.0,30.0,51.0,798.0,8,0.0
309,ID,2022-07-27,6.0,175.0,190.0,0.0,15.0,16.0,263.0,1,0.0
310,ME,2022-07-27,2.0,137.0,144.0,1.0,18.0,12.0,326.0,1,0.0
311,WI,2022-07-27,9.0,519.0,555.0,1.0,78.0,120.0,1245.0,19,3.0
312,LA,2022-07-27,21.0,664.0,583.0,5.0,103.0,111.0,1430.0,1,1.0
313,SD,2022-07-27,4.0,68.0,83.0,0.0,10.0,23.0,236.0,1,0.0
314,MI,2022-07-27,27.0,843.0,955.0,8.0,82.0,173.0,2366.0,28,5.0
315,NC,2022-07-27,31.0,1264.0,1612.0,5.0,161.0,408.0,2168.0,11,13.0
316,OR,2022-07-27,14.0,434.0,508.0,1.0,42.0,22.0,700.0,2,5.0
317,WA,2022-07-27,20.0,776.0,872.0,3.0,83.0,125.0,1158.0,0,4.0
318,ND,2022-07-27,0.0,61.0,74.0,0.0,6.0,10.0,205.0,0,1.0
319,CO,2022-07-27,24.0,291.0,362.0,6.0,55.0,123.0,1224.0,15,1.0
320,NJ,2022-07-27,0.0,1072.0,1151.0,4.0,106.0,134.0,2896.0,7,11.0
321,CT,2022-07-27,14.0,325.0,381.0,0.0,23.0,75.0,904.0,0,0.0
322,VT,2022-07-27,2.0,33.0,34.0,0.0,5.0,4.0,99.0,4,0.0
323,CA,2022-07-27,162.0,4731.0,5204.0,39.0,545.0,963.0,6752.0,7,11.0
324,MD,2022-07-26,17.0,610.0,811.0,1.0,50.0,19.0,1261.0,5,4.0
325,VA,2022-07-26,29.0,773.0,888.0,7.0,104.0,181.0,1898.0,9,7.0
326,TN,2022-07-26,33.0,872.0,958.0,8.0,131.0,180.0,2435.0,3,3.0
327,NV,2022-07-26,5.0,433.0,448.0,1.0,60.0,118.0,783.0,0,0.0
328,FL,2022-07-26,94.0,4196.0,4803.0,19.0,464.0,912.0,6500.0,6,23.0
329,VI,2022-07-26,0.0,6.0,6.0,0.0,1.0,6.0,20.0,0,
330,WI,2022-07-26,9.0,508.0,544.0,1.0,72.0,120.0,1241.0,17,1.0
331,AS,2022-07-26,1.0,5.0,6.0,0.0,0.0,0.0,7.0,0,
332,PA,2022-07-26,44.0,1264.0,1659.0,12.0,146.0,400.0,3532.0,38,10.0
333,DC,2022-07-26,8.0,153.0,203.0,1.0,11.0,78.0,330.0,0,2.0
334,GA,2022-07-26,53.0,1411.0,1799.0,12.0,176.0,395.0,2600.0,26,7.0
335,NJ,2022-07-26,6.0,1042.0,1102.0,3.0,95.0,134.0,2895.0,5,4.0
336,VT,2022-07-26,2.0,33.0,34.0,0.0,6.0,4.0,99.0,3,0.0
337,SC,2022-07-26,18.0,570.0,610.0,5.0,77.0,97.0,1276.0,20,4.0
338,UT,2022-07-26,0.0,217.0,239.0,0.0,31.0,35.0,427.0,0,0.0
339,KS,2022-07-26,4.0,252.0,271.0,1.0,32.0,51.0,807.0,11,1.0
340,OK,2022-07-26,36.0,391.0,466.0,2.0,87.0,135.0,988.0,3,0.0
341,AZ,2022-07-26,29.0,653.0,800.0,15.0,52.0,241.0,1640.0,3,0.0
342,OR,2022-07-26,11.0,431.0,511.0,0.0,49.0,21.0,693.0,2,4.0
343,ID,2022-07-26,9.0,158.0,173.0,1.0,16.0,16.0,256.0,1,1.0
344,CT,2022-07-26,11.0,313.0,361.0,0.0,27.0,75.0,907.0,0,0.0
345,MS,2022-07-26,12.0,405.0,453.0,1.0,55.0,62.0,731.0,2,0.0
346,WY,2022-07-26,0.0,31.0,31.0,0.0,2.0,0.0,112.0,0,0.0
347,ME,2022-07-26,1.0,127.0,129.0,5.0,24.0,13.0,321.0,1,0.0
348,MI,2022-07-26,25.0,857.0,964.0,8.0,80.0,168.0,2354.0,29,3.0
349,WV,2022-07-26,12.0,373.0,387.0,1.0,52.0,115.0,601.0,0,0.0
350,NM,2022-07-26,2.0,222.0,242.0,0.0,23.0,49.0,392.0,3,1.0
351,AR,2022-07-26,13.0,398.0,488.0,4.0,56.0,79.0,863.0,0,1.0
352,CA,2022-07-26,166.0,4755.0,5182.0,34.0,521.0,955.0,6705.0,6,17.0
353,MA,2022-07-26,9.0,591.0,664.0,1.0,49.0,170.0,1190.0,0,0.0
354,KY,2022-07-26,6.0,623.0,706.0,1.0,114.0,73.0,1304.0,10,0.0
355,MN,2022-07-26,27.0,406.0,473.0,5.0,32.0,123.0,825.0,4,0.0
356,IN,2022-07-26,16.0,683.0,801.0,2.0,103.0,225.0,2045.0,10,2.0
357,HI,2022-07-26,6.0,167.0,181.0,1.0,10.0,27.0,210.0,3,0.0
358,MO,2022-07-26,52.0,894.0,1115.0,8.0,146.0,243.0,1683.0,7,3.0
359,MT,2022-07-26,2.0,109.0,111.0,1.0,7.0,29.0,219.0,5,1.0
360,IA,2022-07-26,10.0,242.0,249.0,2.0,22.0,77.0,554.0,0,2.0
361,AK,2022-07-26,4.0,75.0,80.0,0.0,13.0,10.0,134.0,1,1.0
362,PR,2022-07-26,36.0,223.0,339.0,0.0,30.0,91.0,601.0,0,0.0
363,SD,2022-07-26,4.0,71.0,86.0,0.0,8.0,22.0,241.0,0,0.0
364,LA,2022-07-26,21.0,682.0,610.0,6.0,104.0,112.0,1432.0,1,0.0
365,WA,2022-07-26,17.0,746.0,838.0,3.0,89.0,128.0,1137.0,0,4.0
366,OH,2022-07-26,50.0,1226.0,1505.0,12.0,164.0,506.0,3689.0,3,1.0
367,IL,2022-07-26,30.0,1289.0,1491.0,6.0,127.0,588.0,3138.0,5,6.0
368,NY,2022-07-26,87.0,2719.0,3192.0,18.0,270.0,513.0,4551.0,2,9.0
369,NE,2022-07-26,3.0,200.0,217.0,2.0,27.0,142.0,488.0,14,0.0
370,AL,2022-07-26,29.0,787.0,896.0,1.0,143.0,53.0,1544.0,0,5.0
371,CO,2022-07-26,24.0,286.0,349.0,4.0,52.0,120.0,1229.0,14,1.0
372,ND,2022-07-26,0.0,69.0,82.0,0.0,7.0,10.0,210.0,0,0.0
373,RI,2022-07-26,4.0,49.0,52.0,0.0,3.0,81.0,145.0,1,0.0
374,DE,2022-07-26,6.0,130.0,217.0,2.0,18.0,76.0,181.0,1,0.0
375,TX,2022-07-26,181.0,3583.0,4157.0,32.0,568.0,1080.0,6080.0,7,31.0
376,NH,2022-07-26,0.0,78.0,82.0,0.0,9.0,9.0,224.0,2,0.0
377,NC,2022-07-26,29.0,1241.0,1592.0,5.0,160.0,408.0,2160.0,12,12.0
378,NC,2022-07-25,27.0,1217.0,1546.0,0.0,155.0,408.0,2158.0,12,11.0
379,DC,2022-07-25,11.0,161.0,205.0,1.0,12.0,78.0,322.0,0,0.0
380,CO,2022-07-25,24.0,301.0,367.0,4.0,60.0,118.0,1228.0,14,0.0
381,NE,2022-07-25,6.0,207.0,231.0,0.0,26.0,142.0,482.0,15,2.0
382,ME,2022-07-25,0.0,127.0,130.0,0.0,18.0,12.0,321.0,1,0.0
383,NJ,2022-07-25,10.0,1036.0,1115.0,5.0,91.0,134.0,2895.0,5,9.0
384,IA,2022-07-25,9.0,266.0,271.0,1.0,27.0,77.0,547.0,0,0.0
385,MT,2022-07-25,2.0,107.0,110.0,1.0,8.0,29.0,217.0,4,1.0
386,LA,2022-07-25,20.0,688.0,633.0,5.0,112.0,110.0,1413.0,1,0.0
387,TX,2022-07-25,178.0,3572.0,4060.0,31.0,563.0,1014.0,5837.0,6,28.0
388,AS,2022-07-25,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0,
389,VI,2022-07-25,0.0,4.0,4.0,0.0,1.0,6.0,20.0,0,
390,TN,2022-07-25,27.0,875.0,942.0,6.0,121.0,180.0,2441.0,3,2.0
391,CA,2022-07-25,171.0,4732.0,5149.0,35.0,509.0,949.0,6673.0,7,6.0
392,DE,2022-07-25,8.0,135.0,221.0,3.0,16.0,76.0,181.0,1,0.0
393,NY,2022-07-25,83.0,2677.0,3191.0,21.0,269.0,517.0,4557.0,2,6.0
394,OR,2022-07-25,10.0,412.0,485.0,0.0,46.0,21.0,672.0,2,3.0
395,CT,2022-07-25,10.0,297.0,342.0,0.0,25.0,75.0,907.0,0,1.0
396,ID,2022-07-25,6.0,166.0,184.0,1.0,20.0,16.0,255.0,1,2.0
397,AR,2022-07-25,17.0,395.0,463.0,4.0,58.0,77.0,856.0,0,0.0
398,GA,2022-07-25,53.0,1387.0,1786.0,15.0,179.0,394.0,2601.0,27,4.0
399,SC,2022-07-25,12.0,546.0,570.0,3.0,79.0,97.0,1279.0,20,3.0
400,MA,2022-07-25,10.0,567.0,644.0,1.0,58.0,168.0,1181.0,0,0.0
401,VA,2022-07-25,34.0,760.0,871.0,8.0,102.0,180.0,1905.0,9,5.0
402,MD,2022-07-25,12.0,565.0,761.0,1.0,47.0,19.0,1225.0,3,3.0
403,NV,2022-07-25,6.0,449.0,478.0,4.0,63.0,118.0,774.0,0,0.0
404,SD,2022-07-25,5.0,65.0,77.0,0.0,7.0,23.0,238.0,1,0.0
405,MS,2022-07-25,26.0,421.0,476.0,1.0,46.0,68.0,727.0,2,1.0
406,NM,2022-07-25,5.0,216.0,223.0,0.0,29.0,49.0,391.0,2,0.0
407,IL,2022-07-25,29.0,1273.0,1452.0,7.0,117.0,588.0,3137.0,5,1.0
408,AL,2022-07-25,32.0,805.0,913.0,2.0,127.0,53.0,1542.0,0,4.0
409,VT,2022-07-25,1.0,30.0,31.0,0.0,4.0,4.0,94.0,3,0.0
410,KS,2022-07-25,3.0,260.0,300.0,1.0,31.0,51.0,805.0,9,2.0
411,RI,2022-07-25,0.0,46.0,55.0,0.0,3.0,81.0,143.0,1,0.0
412,WI,2022-07-25,5.0,473.0,502.0,2.0,56.0,92.0,1153.0,18,1.0
413,MI,2022-07-25,27.0,820.0,950.0,8.0,81.0,166.0,2355.0,28,5.0
414,UT,2022-07-25,0.0,200.0,228.0,0.0,34.0,39.0,420.0,0,0.0
415,OH,2022-07-25,44.0,1222.0,1514.0,12.0,159.0,509.0,3657.0,2,1.0
416,WV,2022-07-25,13.0,363.0,385.0,0.0,48.0,111.0,600.0,0,0.0
417,IN,2022-07-25,13.0,689.0,802.0,3.0,97.0,219.0,2034.0,10,3.0
418,MO,2022-07-25,55.0,884.0,1093.0,10.0,138.0,246.0,1678.0,5,4.0
419,AZ,2022-07-25,29.0,677.0,847.0,16.0,62.0,241.0,1633.0,2,32.0
420,ND,2022-07-25,1.0,69.0,86.0,0.0,8.0,10.0,209.0,0,1.0
421,PA,2022-07-25,34.0,1281.0,1613.0,5.0,140.0,400.0,3520.0,35,8.0
422,OK,2022-07-25,39.0,378.0,446.0,2.0,85.0,135.0,990.0,1,1.0
423,FL,2022-07-25,85.0,4164.0,4543.0,20.0,466.0,908.0,6469.0,6,20.0
424,WA,2022-07-25,20.0,747.0,852.0,5.0,77.0,121.0,1149.0,0,4.0
425,HI,2022-07-25,5.0,163.0,177.0,1.0,11.0,27.0,198.0,3,1.0
426,NH,2022-07-25,0.0,89.0,93.0,0.0,11.0,9.0,223.0,2,0.0
427,WY,2022-07-25,1.0,38.0,39.0,0.0,3.0,0.0,119.0,0,0.0
428,PR,2022-07-25,32.0,236.0,375.0,0.0,23.0,86.0,592.0,0,0.0
429,AK,2022-07-25,5.0,81.0,89.0,0.0,10.0,5.0,144.0,1,0.0
430,MN,2022-07-25,31.0,384.0,453.0,8.0,31.0,124.0,799.0,4,0.0
431,KY,2022-07-25,7.0,642.0,724.0,0.0,91.0,69.0,1300.0,9,1.0
432,MO,2022-07-24,58.0,882.0,1067.0,12.0,134.0,248.0,1695.0,6,5.0
433,MS,2022-07-24,12.0,349.0,390.0,1.0,45.0,62.0,724.0,2,2.0
434,IN,2022-07-24,12.0,663.0,780.0,2.0,88.0,219.0,2049.0,11,1.0
435,MD,2022-07-24,19.0,562.0,772.0,1.0,56.0,22.0,1241.0,2,4.0
436,MN,2022-07-24,27.0,374.0,443.0,8.0,25.0,126.0,806.0,4,0.0
437,WI,2022-07-24,5.0,484.0,510.0,1.0,58.0,108.0,1222.0,19,0.0
438,PA,2022-07-24,41.0,1226.0,1556.0,6.0,124.0,400.0,3680.0,32,9.0
439,ME,2022-07-24,2.0,127.0,132.0,0.0,19.0,12.0,318.0,0,0.0
440,NJ,2022-07-24,9.0,1042.0,1105.0,4.0,98.0,134.0,2897.0,7,9.0
441,WV,2022-07-24,11.0,349.0,371.0,1.0,48.0,108.0,599.0,0,0.0
442,AK,2022-07-24,2.0,84.0,92.0,0.0,11.0,11.0,141.0,1,0.0
443,FL,2022-07-24,95.0,3980.0,4343.0,27.0,468.0,910.0,6482.0,7,27.0
444,CT,2022-07-24,16.0,309.0,364.0,0.0,43.0,75.0,907.0,0,0.0
445,MA,2022-07-24,8.0,607.0,685.0,1.0,49.0,168.0,1178.0,0,0.0
446,OH,2022-07-24,49.0,1173.0,1437.0,9.0,150.0,504.0,3678.0,3,3.0
447,WA,2022-07-24,19.0,765.0,861.0,6.0,78.0,124.0,1149.0,1,6.0
448,TX,2022-07-24,171.0,3443.0,4002.0,32.0,553.0,1110.0,5874.0,6,17.0
449,OK,2022-07-24,38.0,368.0,454.0,1.0,81.0,137.0,981.0,1,0.0
450,AL,2022-07-24,24.0,719.0,849.0,10.0,120.0,62.0,1536.0,0,6.0
451,SC,2022-07-24,14.0,544.0,572.0,5.0,77.0,97.0,1281.0,20,4.0
452,VT,2022-07-24,1.0,29.0,29.0,0.0,3.0,4.0,94.0,3,0.0
453,IA,2022-07-24,12.0,256.0,270.0,1.0,26.0,77.0,545.0,0,2.0
454,MI,2022-07-24,28.0,814.0,924.0,6.0,89.0,176.0,2364.0,29,6.0
455,SD,2022-07-24,6.0,53.0,66.0,1.0,3.0,24.0,233.0,1,0.0
456,WY,2022-07-24,0.0,40.0,42.0,0.0,2.0,0.0,115.0,0,0.0
457,ND,2022-07-24,1.0,69.0,84.0,0.0,12.0,10.0,208.0,0,1.0
458,HI,2022-07-24,6.0,166.0,182.0,2.0,15.0,27.0,204.0,3,1.0
459,NH,2022-07-24,0.0,97.0,102.0,0.0,11.0,9.0,225.0,3,0.0
460,PR,2022-07-24,27.0,272.0,341.0,0.0,30.0,80.0,647.0,0,2.0
461,DE,2022-07-24,8.0,132.0,215.0,1.0,14.0,76.0,181.0,1,0.0
462,DC,2022-07-24,15.0,149.0,186.0,4.0,10.0,88.0,328.0,0,0.0
463,NV,2022-07-24,7.0,440.0,474.0,3.0,56.0,121.0,780.0,0,0.0
464,LA,2022-07-24,17.0,660.0,546.0,3.0,104.0,113.0,1410.0,1,0.0
465,VI,2022-07-24,0.0,3.0,3.0,0.0,0.0,6.0,20.0,0,
466,CA,2022-07-24,164.0,4640.0,5096.0,45.0,497.0,947.0,6599.0,8,14.0
467,VA,2022-07-24,30.0,735.0,841.0,6.0,104.0,181.0,1909.0,10,7.0
468,NE,2022-07-24,6.0,196.0,219.0,0.0,26.0,142.0,487.0,13,0.0
469,RI,2022-07-24,1.0,48.0,59.0,0.0,4.0,81.0,144.0,1,0.0
470,NC,2022-07-24,19.0,1198.0,1546.0,1.0,136.0,416.0,2163.0,14,15.0
471,CO,2022-07-24,26.0,285.0,340.0,5.0,55.0,119.0,1229.0,15,1.0
472,MT,2022-07-24,5.0,127.0,136.0,1.0,7.0,29.0,217.0,3,1.0
473,AZ,2022-07-24,22.0,688.0,828.0,16.0,67.0,238.0,1635.0,3,0.0
474,IL,2022-07-24,37.0,1231.0,1421.0,17.0,113.0,588.0,3134.0,6,2.0
475,NM,2022-07-24,4.0,213.0,221.0,0.0,24.0,49.0,392.0,4,0.0
476,TN,2022-07-24,26.0,830.0,901.0,6.0,125.0,180.0,2444.0,3,3.0
477,KS,2022-07-24,4.0,246.0,286.0,1.0,26.0,53.0,796.0,9,0.0
478,KY,2022-07-24,7.0,624.0,709.0,0.0,82.0,67.0,1288.0,8,3.0
479,AR,2022-07-24,26.0,359.0,444.0,9.0,53.0,81.0,843.0,4,0.0
480,OR,2022-07-24,12.0,417.0,491.0,0.0,46.0,20.0,670.0,4,6.0
481,UT,2022-07-24,0.0,201.0,231.0,2.0,33.0,39.0,424.0,0,0.0
482,NY,2022-07-24,71.0,2595.0,3074.0,17.0,241.0,516.0,4553.0,2,11.0
483,ID,2022-07-24,12.0,151.0,171.0,1.0,17.0,17.0,253.0,1,1.0
484,GA,2022-07-24,52.0,1337.0,1747.0,17.0,149.0,393.0,2587.0,26,6.0
485,AS,2022-07-24,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0,
486,SD,2022-07-23,4.0,44.0,59.0,1.0,4.0,24.0,234.0,1,0.0
487,NE,2022-07-23,5.0,199.0,224.0,3.0,24.0,142.0,484.0,14,1.0
488,IN,2022-07-23,12.0,661.0,774.0,2.0,88.0,219.0,2054.0,11,2.0
489,AR,2022-07-23,27.0,378.0,466.0,6.0,56.0,81.0,883.0,3,1.0
490,WV,2022-07-23,17.0,359.0,387.0,1.0,49.0,107.0,628.0,0,0.0
491,VA,2022-07-23,30.0,721.0,851.0,6.0,94.0,177.0,1903.0,10,6.0
492,KY,2022-07-23,7.0,604.0,677.0,0.0,81.0,67.0,1305.0,9,0.0
493,SC,2022-07-23,12.0,526.0,554.0,5.0,85.0,97.0,1278.0,20,2.0
494,ME,2022-07-23,0.0,137.0,139.0,0.0,21.0,12.0,319.0,0,0.0
495,IA,2022-07-23,13.0,253.0,264.0,1.0,25.0,77.0,551.0,0,0.0
496,LA,2022-07-23,19.0,653.0,547.0,4.0,105.0,114.0,1416.0,1,2.0
497,VT,2022-07-23,1.0,27.0,27.0,0.0,3.0,4.0,94.0,4,0.0
498,KS,2022-07-23,4.0,237.0,265.0,1.0,28.0,53.0,793.0,10,0.0
499,CT,2022-07-23,20.0,297.0,357.0,2.0,46.0,67.0,906.0,0,0.0
500,AS,2022-07-23,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0,
501,PR,2022-07-23,28.0,304.0,372.0,0.0,32.0,84.0,647.0,0,0.0
502,DE,2022-07-23,8.0,128.0,207.0,3.0,12.0,76.0,181.0,1,0.0
503,WA,2022-07-23,20.0,789.0,878.0,5.0,78.0,125.0,1156.0,2,9.0
504,TN,2022-07-23,28.0,800.0,879.0,7.0,121.0,180.0,2426.0,3,1.0
505,NJ,2022-07-23,9.0,1013.0,1085.0,3.0,91.0,134.0,2896.0,5,6.0
506,NM,2022-07-23,3.0,214.0,222.0,0.0,29.0,49.0,390.0,4,0.0
507,ID,2022-07-23,5.0,162.0,176.0,1.0,15.0,17.0,258.0,1,1.0
508,NY,2022-07-23,71.0,2580.0,3048.0,14.0,233.0,508.0,4561.0,2,10.0
509,WI,2022-07-23,5.0,470.0,498.0,1.0,60.0,111.0,1197.0,19,3.0
510,RI,2022-07-23,1.0,53.0,58.0,0.0,4.0,81.0,146.0,1,0.0
511,AK,2022-07-23,2.0,79.0,84.0,0.0,8.0,7.0,143.0,1,0.0
512,UT,2022-07-23,1.0,201.0,227.0,0.0,35.0,39.0,443.0,0,0.0
513,MA,2022-07-23,10.0,596.0,668.0,1.0,51.0,172.0,1196.0,0,0.0
514,MT,2022-07-23,6.0,114.0,122.0,1.0,7.0,29.0,219.0,3,0.0
515,HI,2022-07-23,7.0,171.0,191.0,1.0,16.0,27.0,201.0,3,0.0
516,MD,2022-07-23,17.0,569.0,759.0,2.0,56.0,23.0,1259.0,5,3.0
517,MI,2022-07-23,25.0,812.0,922.0,7.0,99.0,168.0,2352.0,27,0.0
518,CO,2022-07-23,28.0,291.0,358.0,4.0,51.0,119.0,1243.0,15,1.0
519,MS,2022-07-23,15.0,385.0,436.0,0.0,52.0,62.0,727.0,2,0.0
520,ND,2022-07-23,2.0,77.0,87.0,0.0,12.0,10.0,202.0,0,0.0
521,IL,2022-07-23,40.0,1261.0,1426.0,10.0,111.0,583.0,3132.0,5,4.0
522,TX,2022-07-23,172.0,3415.0,3957.0,34.0,546.0,1110.0,5920.0,6,24.0
523,GA,2022-07-23,53.0,1333.0,1766.0,18.0,158.0,388.0,2599.0,26,8.0
524,PA,2022-07-23,38.0,1219.0,1617.0,5.0,118.0,399.0,3675.0,31,3.0
525,CA,2022-07-23,167.0,4610.0,5080.0,33.0,509.0,954.0,6647.0,8,18.0
526,AL,2022-07-23,26.0,713.0,822.0,2.0,117.0,53.0,1553.0,0,5.0
527,NC,2022-07-23,19.0,1154.0,1474.0,1.0,137.0,418.0,2164.0,14,18.0
528,FL,2022-07-23,100.0,3939.0,4257.0,17.0,452.0,907.0,6492.0,7,30.0
529,MO,2022-07-23,50.0,852.0,1050.0,11.0,132.0,242.0,1684.0,6,4.0
530,VI,2022-07-23,0.0,3.0,3.0,0.0,0.0,6.0,20.0,0,
531,OK,2022-07-23,39.0,360.0,454.0,2.0,81.0,137.0,1001.0,1,3.0
532,OR,2022-07-23,12.0,429.0,525.0,1.0,41.0,20.0,665.0,4,4.0
533,OH,2022-07-23,55.0,1182.0,1458.0,10.0,142.0,502.0,3693.0,3,1.0
534,NV,2022-07-23,6.0,437.0,458.0,2.0,55.0,121.0,786.0,0,0.0
535,WY,2022-07-23,0.0,32.0,32.0,0.0,4.0,0.0,113.0,0,0.0
536,DC,2022-07-23,16.0,147.0,200.0,5.0,6.0,88.0,328.0,0,0.0
537,NH,2022-07-23,0.0,103.0,108.0,1.0,11.0,9.0,227.0,3,0.0
538,AZ,2022-07-23,22.0,673.0,807.0,12.0,68.0,236.0,1650.0,3,0.0
539,MN,2022-07-23,26.0,383.0,449.0,8.0,26.0,127.0,818.0,4,1.0
540,NH,2022-07-22,0.0,96.0,103.0,1.0,7.0,9.0,227.0,2,0.0
541,MO,2022-07-22,52.0,878.0,1116.0,9.0,136.0,242.0,1711.0,8,3.0
542,MD,2022-07-22,14.0,559.0,763.0,1.0,53.0,23.0,1241.0,2,1.0
543,ND,2022-07-22,3.0,79.0,93.0,1.0,12.0,10.0,210.0,0,0.0
544,WA,2022-07-22,23.0,798.0,891.0,5.0,80.0,137.0,1154.0,0,6.0
545,OR,2022-07-22,12.0,441.0,527.0,1.0,44.0,21.0,693.0,4,5.0
546,ME,2022-07-22,1.0,150.0,152.0,0.0,23.0,12.0,320.0,0,0.0
547,WY,2022-07-22,0.0,31.0,32.0,0.0,2.0,0.0,114.0,0,0.0
548,PR,2022-07-22,36.0,278.0,354.0,0.0,30.0,82.0,638.0,0,0.0
549,IL,2022-07-22,42.0,1280.0,1439.0,10.0,120.0,588.0,3130.0,5,2.0
550,CT,2022-07-22,20.0,304.0,368.0,2.0,27.0,75.0,908.0,0,0.0
551,AR,2022-07-22,31.0,390.0,506.0,6.0,56.0,81.0,885.0,3,0.0
552,KS,2022-07-22,5.0,249.0,291.0,2.0,34.0,51.0,793.0,9,1.0
553,IN,2022-07-22,13.0,618.0,739.0,3.0,85.0,219.0,2060.0,11,1.0
554,IA,2022-07-22,17.0,275.0,297.0,1.0,24.0,77.0,561.0,1,1.0
555,WV,2022-07-22,17.0,378.0,398.0,4.0,45.0,110.0,631.0,0,0.0
556,NY,2022-07-22,67.0,2655.0,3115.0,15.0,247.0,518.0,4553.0,2,4.0
557,TX,2022-07-22,156.0,3403.0,3904.0,28.0,523.0,1103.0,6058.0,6,17.0
558,AZ,2022-07-22,24.0,691.0,825.0,12.0,79.0,234.0,1650.0,3,1.0
559,NC,2022-07-22,20.0,1139.0,1473.0,3.0,138.0,418.0,2175.0,14,11.0
560,MT,2022-07-22,8.0,126.0,135.0,0.0,12.0,29.0,219.0,2,1.0
561,OH,2022-07-22,53.0,1179.0,1460.0,8.0,140.0,514.0,3723.0,3,0.0
562,CO,2022-07-22,23.0,299.0,356.0,4.0,47.0,117.0,1229.0,15,0.0
563,NM,2022-07-22,4.0,230.0,236.0,1.0,29.0,49.0,392.0,3,0.0
564,ID,2022-07-22,8.0,161.0,175.0,1.0,12.0,17.0,256.0,1,0.0
565,CA,2022-07-22,187.0,4584.0,5045.0,31.0,506.0,965.0,6603.0,8,14.0
566,UT,2022-07-22,0.0,206.0,235.0,0.0,32.0,39.0,442.0,0,0.0
567,NV,2022-07-22,4.0,415.0,448.0,1.0,54.0,121.0,782.0,0,0.0
568,SD,2022-07-22,4.0,53.0,66.0,1.0,3.0,23.0,239.0,1,0.0
569,TN,2022-07-22,28.0,809.0,883.0,6.0,117.0,180.0,2420.0,3,2.0
570,AL,2022-07-22,32.0,731.0,847.0,1.0,122.0,53.0,1534.0,0,3.0
571,LA,2022-07-22,23.0,696.0,588.0,5.0,109.0,117.0,1422.0,1,2.0
572,DE,2022-07-22,8.0,118.0,217.0,4.0,10.0,76.0,181.0,1,0.0
573,MN,2022-07-22,26.0,406.0,473.0,9.0,31.0,132.0,794.0,4,1.0
574,SC,2022-07-22,20.0,525.0,575.0,5.0,71.0,97.0,1277.0,20,1.0
575,NE,2022-07-22,5.0,208.0,229.0,0.0,26.0,142.0,487.0,16,0.0
576,MI,2022-07-22,28.0,831.0,932.0,5.0,99.0,168.0,2368.0,28,7.0
577,GA,2022-07-22,56.0,1363.0,1823.0,16.0,155.0,400.0,2585.0,28,4.0
578,OK,2022-07-22,41.0,380.0,455.0,3.0,79.0,137.0,993.0,2,0.0
579,WI,2022-07-22,9.0,468.0,499.0,0.0,66.0,97.0,1159.0,21,1.0
580,HI,2022-07-22,6.0,180.0,203.0,2.0,10.0,27.0,211.0,3,0.0
581,NJ,2022-07-22,7.0,1056.0,1111.0,3.0,89.0,134.0,2938.0,6,3.0
582,RI,2022-07-22,1.0,57.0,65.0,0.0,4.0,86.0,144.0,1,0.0
583,AS,2022-07-22,0.0,6.0,6.0,0.0,0.0,0.0,7.0,0,
584,VA,2022-07-22,23.0,761.0,873.0,5.0,88.0,180.0,1912.0,11,6.0
585,VT,2022-07-22,0.0,25.0,25.0,0.0,2.0,4.0,94.0,3,0.0
586,MS,2022-07-22,13.0,398.0,458.0,0.0,55.0,63.0,735.0,2,1.0
587,FL,2022-07-22,104.0,4142.0,4493.0,35.0,455.0,906.0,6513.0,9,20.0
588,KY,2022-07-22,10.0,639.0,722.0,1.0,95.0,67.0,1351.0,12,0.0
589,VI,2022-07-22,0.0,2.0,2.0,0.0,0.0,6.0,20.0,0,
590,PA,2022-07-22,36.0,1229.0,1645.0,6.0,110.0,406.0,3675.0,33,6.0
591,DC,2022-07-22,16.0,160.0,208.0,4.0,6.0,88.0,327.0,0,0.0
